Review,Class
"Increíble que un restaurante de cadena logre niveles como este de comida. Muy bueno, de los mejores nikkei donde eh estado, lo compararía sólo con Maido en Lima. Las gyozas de pato, los makis tigger y el de tartar de salmón, el lomo hecho al...Más",5
"No reciben dolares lo cual es absurdo, el room service demorado y no atienden a las especificaciones que uno dice. La habitacion pocos detalles acogedores tiene y es demasiado simple. No lo recomiendo para viajes en familia, creo que se aburririan mucho los ninos ahi y no tiene mucho atractivo.",3
"La visita la realizamos en las fechas patriotas por lo que la decoración embellecía aún más el lugar, esa combinación de colonial y moderno lo hacen precioso. Las familias disfrutan del lugar,  de la plaza, la fuente. Ideal para que los niños de distraigan jugando y corriendo. ",4
"El lugar es muy agradable y tiene una excelente vista de la ciudad, especialmente por la noche.
El servicio es malo y robar su dinero una manera o la otra. No te dicen sobre gastos ocultos y cargos adicionales para cubrir [ ???] salir con...un mal sabor y promesa tú mismo no volver. Fui allí con algunos amigos y disfrutamos de una 'clásico canelazo' con otras bebidas y algo de comida. los precios que se duplicó que vimos en el menú, dijeron que era para cubrir los gastos, etc. .. y BS. aún tengo el recibo y un amigo mío va a informar a la oficina de abuso de los consumidores de Bogotá.
Bogotá es una de las mejores ciudades de Sudamérica, vale la pena la visita, pero lugares como La Paloma en La Calera - hacen mal.Más",1
"Estuve de visita en esta hermosa ciudad por trabajo, pero trate de darme la oportunidad de pasear por esta hermosa avenida, las edificaciones coloniales y lo arbolado de su paseo es algo digno de admirar y aunque hay demasiados negocios no ha perdido ese estilo de provincia, pasear por ella en calesa es estupendo y no dejen de llegar hasta el Monumento a la Patria y tomarse la foto para presumir.",2
"Excelente servicio, un hotel súper lindo, la atención muy bien, los alimentos deliciosos, la playa limpia con una vista increíble 😊",5
"Este hotel fue una pesadilla! Lo que anuncian en línea por ""destinos Convencional"" como un cuatro estrellas, resultó ser una excusa sucia y desagradable para un hotel. La moqueta estaba sucia y olía, y la tapicería de los muebles estaban tan sucias y sucia que uno tiene que evitar sentarse en ellos. Esto era cierto tanto de nuestra habitación y de las zonas comunes, como el vestíbulo.  Las cortinas de la habitación estaban hechas jirones y rota y cayendo lejos de la calientan, y la ropa de cama tenía agujeros. Las toallas en el baño de la habitación, una vez blanco, masilla eran de un ashen grises y desvencijad en los bordes. El baño era masilla con óxido y agua marks y la fontanería goteaba a través de la habitación contigua a nuestro baño. El escándalo del aire acondicionado…",1
"La habitación tenia el piso muy descuidado. La cortina estaba mal colgada y entraba el sol, tuvimos  que sobre ponerla a la otra parte y detenerla con una mesita.  Cuando llegamos no encontramos lugar para estacionarnos. ",2
"Excelente restaurante, con un muy buen servio, el lugar es muy bueno, gracias a Alejandro por la recomendación",5
"Si no alquilar una bicicleta, va a parecer bastante tonto caminando todo 100 calles idénticas mirando absolutamente nada cuando se compara este lugar con el resto de la hermosa Colombia. De hecho, salir de la ciudad y diríjase hacia Santa Marta, Cartagena es una trampa para turistas.",1
"Es un lugar muy padre entre zoológico y parque de diversiones. La experiencia es excelente para chicos y grandes. En cuanto a los precios, la verdad me parecieron muy bien en general, de la entrada a los souvenirs entendiendo que es un parque de entretenimiento claro, pero la pasé increíble, el lugar está divino, los animales en general llevan una buena vida, la comida en los restaurantes del parque es buena, una gran experiencia!",4
"Si vas a Bogotá, debe sin duda hacer el esfuerzo e ir a la Catedral de Sal. Cogimos el tren que pasa los fines de mina y disfrutamos de paseos turísticos por la carretera. Es una especie de largo recorrido, pero en compensación tienes para descansar en su camino de vuelta. Si vas en el tren, comprar los billetes dentro, causa que ofrecen no tendrá tiempo para hacer todo lo que ofrecen en las excursiones. Una vez en la Catedral de Sal nos quedamos boquiabiertos, es realmente impresionante lo que hicieron con la mina de sal. La guía nos dio interesantes destaca todo el camino alrededor de la web y era muy agradable. Dentro puede tener bocadillos o disfrutar de una taza de café antes de hacer su camino de salida. Es enorme, tienes que caminar mucho, así que asegúrese de llevar calzado cómodo. Yo creo que ofrecen misa en domingo. Asegúrese de revisar su página web para más información sobre las excursiones. Además, no olvide su cámara!",4
"Me entiendes. Las playas son un claro indicio de que Colombia tiene trabajo que hacer en el turismo y la ciudad amurallada no es diferente. No menos de tres chicos que se llaman a sí mismos ""Enfoque Tony Montana"" cada vez que introduce después de nuestros 2 cuadras a pie de Casa Canabal. Tienes que decir ""no, gracias"" a un mínimo de 5 veces. Se hace viejo. Y, sinceramente, así que la ciudad amurallada después de unos pocos días. Está lleno de boutiques de alta categoría con $6000 vestidos. El lugar es impresionante, pero se puede decir que es una manera más utilizada para ser un lugar para la gente de un destino turístico para la gente de América del Sur no es realmente internacional. El centro comercial pierde puntos, tuvimos que buscar para encontrar lugares que simplemente vender cosas divertidas que trae para la familia y los amigos. Es demasiado extravagante. Pero es un lugar divertido es que puedes ir a los pobres caballos carruaje que tienen que trabajar duro llevando turistas alrededor. No esperes a hacer un viaje fuera de la ciudad amurallada, que es de 2 días como máximo.",3
"Es un imperdible de La habana, pero la verdad no me gustó mucho. Gran contaminación de petroleo cerca del muelle de cruceros",3
"Unicamente visitandola se logra comprender la posibilidad de que exista una Catedral cuyo material de construcción es 100% la sal y además a 180 metros bajo tierra.  Es una visita imperdible, con seguridad la totalidad de visitantes salen maravillados por la estructura y obras religiosas talladas en sal.  No lo creía posible. ",5
"Habitaciones con instalaciones muy deterioradas, con olor a humedad. la habitación que me asignaron tenia fuga en la tasa del baño, a los elevadores les faltaban botones. En General el servicio actualmente no es bueno.",2
"No recomendaría a la gente que se aloje en este hotel - tenía un efecto muy negativo sobre nuestra estancia en La Habana.  Aspectos positivos - hermosa terraza, la historia del hotel es fascinante historia y bar y personal son geniales, todo lo que se podía hacer visitando, en vez de quedarse. genial mojitos. Las habitaciones son de buen tamaño, y los baños están limpios y cuentan con toallas limpias cada día y con una ducha potente. La cafetería 24 horas abajo es agradable (de Cuba), buenas hamburguesas y pizza.  Lo negativo - terrible comida en el desayuno, el lugar parecía Piccadilly Circus con muchas diferentes personas tratando de conseguir comida todos al mismo tiempo, no limpio mesas, cuando encontramos una, no cubiertos, no zumo de naranja (en el desayuno? !) tortillas…",2
"Muy buen mezcal, el de la casa con sus gajos de nranja, sal y chapulines molidos es una delicia. interesantes platillos estilo oaxaca. preciosa plaza con jueves de serenata.",4
"en general bien,. excepto por la temperatura de la alberca y el no poder usar netflix en la pantalla de la habitación. la habitacion con buena distribucion y espacios, en la limpieza todo bien y precio razonable",5
"Es un lugar bellisimo, el servicio es muy eficiente y los chiles en nogada de lo mejor.
Los precios son razonables, se recomienda hacer reservación",4
"no ponen cafe , agua. me a la habitación para decirme que si quería la asearan , y les conteste que si pero que estaba terminando de prepararme para salir, que la asearan en aporro 30 min.. y me dijeron que me tenia que apurar porque ya iba a cambiar el turno. !!!la señorita de recepción me dijo que solo pongan cafe el primer día de ocupación.!!! mala calidad de los alimentos",2
"el hotel no es lo que parece en las fotos, llegamos y sorpresa. Además el servicio es lento, en recepción, en restaurante ni se diga. 3 mesas llenas y tardaron horas en tomar la orden y para que la comida llegara  fría y nadie daba la cara para hacerse responsable por el mal servicio,  las alfombras del pasillo están sucias, le falta mantenimiento al hotel. no volvería a quedarme aquí",2
"Sin duda los platos son exquisitos: sabores diferentes, presentaciones creativas. Pero creo que lo que mas se destaca son las personas que lo atienden a uno. Tienen una chispa encantadora!!!
Muy bonito...la celebración de los cumpleaños...una piñata de chocolate ideal para endulzar la terminación de...Más",5
"Los empleados atentos trataron de dar su mejor servicio pero tanto en el restaurante donde cenar nos tomó una hora de espera por un club sandwich, los empleados no tenian el material ni el staff suficientes para dar un buen servicio.",2
"Buen lugar para compartir y hacer estancia para disfrutar con amigos, familia y etc, lo recomiendo altamente",4
Un restaurante con comida espectacular porciones generosas y sabor extraordinario lo hacen 1 necesidad en cada visita Monterrey,5
Los de seguridad no dejan estar sentados en el lobby(visitante) dicen que es la politica del hotel no puedes prender tu movil si vas a consumir no entiendo si ya estas consumiendo no puden negar el uso del movil se han quedado estancados en los 90 vreo que todos somos clientes cuando entramos por la puerta,1
"Pesimo servicio al cliente, los guardas de seguridad son unls groseros, en el restaurante la comida se demora horas, el desayuno tiene una seleccion de frutas muy basica, su playa ""privada"" esta llena de vendedores ambulantes fue muy incomodo pasar nuestro aniversario ahí. No volveremos",1
"Por fuera lo ves como un museo equis, pero entras, y te das cuenta que es grande y lleno de historia, obviamente de Diego Rivera, al principio está la casa de Diego, donde el nació, es de 3-4 pisos todos llenos de pinturas, tienen un espacio para exposiciones ajenas a Diego, y son muy buenas. Realmente lo recomiendo el precio fue de $25.00 mexicanos por persona.",4
"Bien en cuanto servicio del hotel, en el restaurante con algunos detalles, si , no cuentan con algún alimento retírenlo de la carta, pero no engañen a los huéspedes. En lo personal y hablo de mi ya no consumo a gusto cuando  se dan estas situaciones",4
"La vista desde allí es la mejor de Guanajuato, sin embargo me parece que es todo lo que puede ofrecer, para llegar a él desde el centro existe un funicular el cual me parece muy caro.",2
Habitaciones amplias y confortables. Personal muy amable desde la llegada. Realmente alojarse en el Sevilla es una experiencia unica. Su arquitectura muy bien conservada my el ambiente que se respira es indescriptible. Felicitaciones al equipo. Lo recomiendo.,5
"Hotel muy bien ubicado, edificio pintoresco, bonito lobby y hall central. Atenciòn muy deficiente de las encargadas del check in, solo dos personas para casi 100 huespedes, pero esto es un tema que le concierne al hotel. Despuès de 2 horas y media de espera y ya con mi hija acostada sobre su valija porque estaba descompuesta ni siquiera me ofrecieron un vaso de agua para darle su medicaciòn, no daban abasto con la gente. Rescato que cuando se lo mencionè, me pidiò disculpas y en 5 minutos ya estabamos en nuestra habitaciòn en el piso 16. amplisima y con una vista increible. Camas amplias y colchones comodos, buena limpieza y decoraciòn aunque debo reconocer que quizas falte algo de mantenimiento. Todos se que quejan de la apatìa de sus empleados, yo quiero mencionar que las…",3
"Un lugar lleno de historia y aventura,  el viaje a la cima es lo máximo,  puedes ver todo alrededor, parte del museo pretende ser muy interactivo y dinámico, pero no todos los aparatos sirven y te dejan con ganas de más,  quitando eso un lugar muy recomendable. ",4
"Aunque los cubanos dicen que hay mucha seguridad, tuvimos un intento de robo mediante tirón a la cadena que llevaba al cuello una de las chicas a plena luz del día. Era una cadenita pequeña, nada obstentosa. Afortunadamente no lo consiguieron. Así que cuidado.",1
Uno de los lugares más mágicos de La Habana sobre todo para ver la puesta del sol o para mirar hacia El Morro y Ciudad Vieja. Un lugar único donde además se reúnen los jóvenes cubanos para departir y compartir.,5
"no hay gran cosa que ver, solo si te gusta la fotografía y quieres obtener unos buenos ángulos, de lo contrario te recomiendo solo verlo mientras pasas por el turibus",3
"Es muy bella, con calles que muestran construcciones coloniales muy bien mantenidas. Carruajes tirados por caballos, flores en los balcones, vendedoras de frutas tropicales listas para disfrutar. Me encantó esta ciudad!!",5
Excelente lugar para pasear en familia y comprar algo típico de la ciudad desde artesanías hasta dulces. Bien iluminado de noche y con seguridad hasta llegar al centro histórico. Pasando por casonas antiguas y restauradas. Si vienen de paseo vayan a comer y a dar la vuelta,5
Es un transporte urbano fuera de lo común. Es muy ameno ir en el módulo con gente de los barrios y al tiempo con turistas. Clave para llegar al parque Arví,5
"Excelente lugar. Agradable,muy acogedor, excelente atención. La música en vivo fenomenal. Se recomienda",4
La comida era deliciosa y el servicio era genial. Teníamos la mole Sampler y ensaladas que no teníamos reserva pero fueron capaces de acomodar,5
"Así que caminamos en círculos por más de 2 horas tratando de encontrar este agujero en la pared! Nos quedamos encantados cuando lo encontramos, pero porque es realmente un agujero en la pared que no podíamos conseguir incluso un pedido. Nos decepcionó, pero, todo el...mundo dice que merece la pena la espera. La próxima vez, conseguir un mejor mapa y plan que esperar un rato para que incluso entra en el espacio para tomar una copa. Pero nos dieron unas fotos!Más",2
"Tuvimos que esperar por una mesa aquí y me dieron algunos bocados para mantenerte que resultó no ser gratuito. La comida estaba bien, pero bueno para estándares cubanos y tenían más del vino en la lista que no ocurre muy a menudo.
Para lo que...es, la comida era caro. Alrededor de £100 con vino y, ¿adivinen qué? La tarjeta máquina no funcionaba.Más",3
"Son unos ladrones, no le dicen a las personas que cobran un cover de $30.000 o $40.000 por persona según el día, y cuando vas a pagar la cuenta te lo cobran, son unos estafadores, ladrones, es mejor no entrar al sitio y en caso...Más",1
Muy lindo todo! Vale la pena ir. Los varios tours son muy buenos. Las calles son pintorescas y muy bonitas. Las fotos salen super lindas.,5
Las habitaciones estaban limpias y muy agradable de pasar una semana allí y no queríamos irnos-ja ja. La comida era buena y el personal no podía hacer lo suficiente para nosotros sin duda volveremos en el futuro-fue nuestra segunda vez en este complejo,5
"Si tienes hambre entre 12 y 1 pm, busca otra opción porque ""hay cambio de turno"".
Lugar pretencioso y con personal poco amable. Pero si estás dispuesto a soportar eso, vale la pena...",3
"pienso que podrían tenerle hotel mas limpio, las luces de los pastillos estaban apagadas olor a comida por todos lados, las sabanas estaban viejas y sucias, las almohadas de pena, la regadera salía muy poca agua el desayuno de las mañanas bastante malo y platos de plástico",1
"Excelente atención  de todo el personal, comida exquisita, instalaciones bellas. Todas las instalaciones muy cuidadas y siempre limpias. Las actividades realizadas tanto en el día como en la noche muy variadas. La playa es casi privada. Lo único que ahora cobran una zona ""VIP"" en la playa y no se advirtió sobre eso.",5
"Después de haber dado un vale para una bebida gratuita de bienvenida en la Recova (nunca una buena señal - ¿por qué dar extras si eres un buen restaurante?) pensamos que le, ya que estaba muy cerca de nuestro hotel y nos había tenido un...largo día visitando las ruinas de Uxmal.
La bebida gratis era una margarita, como podía predecirse dado que esto es tequila Country, y era lo suficientemente agradable. Pedimos un bistec kebab y una ensalada de pollo del Cesar. El bistec kebabs estaba mal, un poco difícil con poco para ir con ella. La ensalada Cesar era en su mayoría lechuga sin huevo o anchoas. La comida no justificar el elevado precio que cobran y era aún más decepcionante teniendo en cuenta lo bueno que teníamos una cena en el restaurante de al lado la noche anterior.
Si tienes dinero para gastar, este es un lugar bastante bonito para pasar, pero por su relación calidad-precio ir a otro lugar.Más",3
"Un pedazo de historia bien merece la pena una visita. Si estás preguntando si debe visitar, no estoy seguro de que el lugar es para ti ...Un privilegio para visitar.",5
"Al entrar al ""restaurante"" nadie nos recibió, nos acomodamos donde fue posible y estaban las luces apagadas. (Después las prendieron)

Nos tardaron para darnos el menú, al revisarlo, poca variedad en el menú, para venderse como comida yucateca siendo que esta es rica en variedad...Más",1
Muy importante la asistencia de un guía experimentado para entender el significado de tan importante patrimonio histórico,5
"Pido cenar afuera y me dicen las mesas son reservadas o para los que van llegando..a lo que contesto ""voy llegando""..y la respuesta es ""lo siento todo esta reservado"" cuando hay casi la mitad de mesas afuera disponibles, caray ni la barra me ofrecieron..mala experiencia...Más",1
"Es un hotel cercano a todo, muy buena ubicación; tuve la oportunidad de estar en el edificio que es más nuevo, muy confortable, una rica piscina en la terraza con una maravillosa vista a los edificios cercanos (Capitolio,  Bacardi, etc.). Destacable el desayuno buffet, excelente variedad y calidad. Muy recomendable!!",4
"Si lo que quieres es comprar chácharas y baratijas, éste es el lugar perfecto. Ha decaído enormemente de unos años para acá. la Talavera que ofrecen es el típico souvenir para turista - inservible y feo. Sin embargo, en una calle aledaña sí hay un par de buenos locales, donde destaca El Tibor, cuyos dependientes son extraordinariamente amables y atentos. Es un poco caro, pero lo pagué gustosa porque sin duda alguna lo vale! La calidad y el detalle del trabajo en su talavera es extraordinario! Ya le eché el ojo a una vajilla!",1
"Lamentable la mugre que lo rodea, especialmente cerca de la terminal de micros, lastima que las bici no pueden ingresar.",2
"La historia tiene mucho que contarnos en el corazón de Puebla, es un lugar muy bonito y bastante bien cuidado. Para pasar el rato o desayunar, los locales de los portales son el sitio indicado.",4
"No lo recomiendo, la playa es sucia, hay barro y la marea baja mucjo y la playa es a unos 200 metros de los restaurantes",1
"Viaje por temas de negocios. buena ubicación, habitaciones muy grandes, limpias, el personal cálido buen servicio con referencia al precio. el estacionamiento es chico, pero logran solventar su demanda. el restaurante sirve buena comida con un precio razonable",4
Muy hermoso hotel.mi estancia fue de lo mejor.k lo recomiendo a todo publico..gracias ala amabilidad de su personal..en especial a la srita.ESMERALDA Y A AMANDA.k siempre estuvieron al pendiente k no nos faltara nada.x su atencion gracias ..nos vemos pronto,1
Hermosa catedral. Siempre parece estar ocupado. Simple comparado con algunos he estado en otros lugares. Sin duda recomiendo visitar en cualquier momento. Hay algunas personas que intentan dar adicionales y luego cambiar la historia a sus tiendas de souvenirs.,4
"Fui con mi novio en el mes de febrero, el ya había ido hace unos años. No era lo que ne imaginaba, era mejor! Un lugar muy interesante, diferente... rodeado de paredes  coloridas, con frases super lindas. Mucha gente, de todos lados, muy amables. Fuimos al Barracon, un bar que se encuentra allí mismo y hacen unos mojitos espectaculares con mucha buena onda. Mucha energía de la buena corriendo por allí. Vale la pena ir al menos un ratito y ver con sus propios ojos lo que allí ocurre. ",4
"Una maravilla del mundo, definitivamente.  Buenos guías, contratenlos tuvimos bueno a experiencia con Henry, conocen mucho del tema todos.",5
"Subir caminando en una experiencia excelente y comer frutas, tomar jugos en el camino y no puede faltar el queso con bocadillo y bajar después en teleférico, recominedo el sabado muy temprano.",3
"Excelente servicio de parte de Emmanuel, muy atento y muy rápido. Todos los platillos frescos y deliciosos, ambiente de 10",5
Las habitaciones son muy bonitas y amplias. El problema que tuve fue que reserve mi habitación con una cama y me dieron habitación con dos camas. Al llamar para hacer el cambio me dijeron que no tenian disponibles y lo peor de mal modo. Muy mal el personal de recepción.,3
"Hay que ir con tiempo y recorrerlo sin prisa. Es indispensable visitarlo. Muy bueno para visitar con niños y explicarles la historia americana, es una buena forma de generar conciencia en ellos.",4
"Uno de los sitios que los portales y lugareños más recomiendan te hace muchas expectativas. Al llegar ahí en taxi desde la ciudad amurallada, encuentras una taquilla por un no tan razonable precio, quizás porque la economiza de mi país es más baja lo sentí alto, pero luego me puse a pensar que solo por entrar no está tan bueno, pues al subir te das cuenta que no hay vallas informativas para auto guiarse (con el precio de entrada no me imagino el del guía) pero aunque quisimos preguntar por uno, total ya estábamos ahí y entre mi compañera y yo quizás lo asumíamos o unirnos a un grupo no estará mal, pero no encontramos guía, orientación ni nadie que se viera dispuesto a colaborarnos. Solo personas como nosotras dando vueltas y vueltas. Vimos tambien una especie de tienda de recuerdos que me pareció venta de reliquias. Desde ahí hay una agradable vista. No digo que no lo visiten, pero consulten antes si reúnen un grupo y con servicios de guía podría ser más interesante.",3
"Nos alojamos en la unidad 3706 B por una semana. Edificio 3. 7ª planta. Un bonito estudio. La decoración es colorida, con cuadros modernos en rojo, amarillo y negro. Fue un cierre, con una habitación al lado. aislamiento de la puerta no era bueno. Podíamos escuchar cada palabra dijo que la pareja de la habitación de al lado. Afortunadamente ninguno de nosotros parejas eran en nuestras habitaciones mucho.

Pequeña cocina pero funcionaba bien, ya que la mayoría de las veces comíamos fuera. Las comodidades estándar de un pequeño microondas, batidora, tostadora, cafetera. Servicio de cocina para 4. Suficiente espacio en la pequeña nevera-bar para tomar bebidas, alimentos y sobras de desayuno. congelador no hacer hielo (incluso en el entorno más alto) así que nos fuimos al vestíbulo o el bar de la piscina cada día para conseguir un cubo de hielo. Hacía mucho calor y humedad, así que fuimos a través de un montón de hielo.

Bonita terraza con mobiliario exclusivo. Vista a la piscina y vista parcial a la bahía. El resort y unidad estaba muy limpia. Nunca pudimos averiguar cómo usar la caja fuerte (no funcionaba). La TV no funcionaba constantemente para los primeros dos días -- mantenimiento lo arreglaron.

El personal es muy amable. Gente de Bell era muy amable y servicial. (Antonio, Luis y Eduardo y otros). Conserje (Bertha) era enérgico y servicial, excepto ella nos dio un mapa que hacía años (así que no pudimos encontrar nuestro edificio volver después de nuestra primera revise). Cuando nos perdimos, nos fuimos a ella y dijo que los mapas estaban viejos y mal pero tenían hacer uso de ellos. Divertido. Me pregunto por qué no mencionar que cuando ella estaba diciendo donde estaban las cosas. El edificio grande mapa publicado en el norte de la piscina (cerca de la actividad/Toalla kiosco) estaba equivocado. Tardamos un par de horas para averiguar el sitio, con los malos mapas. Buena cosa estamos aventureros.

El restaurante principal (El patrón) estaba cerrado durante toda la semana y parece ser que estará cerrado por un mes o así. Había algunas noches muy viento y llovió --- perdimos ese restaurante cerrado. Hay un montón de construcción. Estaban construyendo una nueva oficina de ventas en la parte de arriba. Para cualquiera que vaya pronto, consulte con el complejo. Me gustaría la persona que me llamó una semana antes de que nos fuéramos habría mencionado, ya que habría dejado en la Mega en Bucerias antes de llegar.

Con el principal restaurante está cerrado, a veces no pudimos averiguar dónde comer (la sustitución por el patrón cambiaron periódicamente y no estaba abierto para nada pero el desayuno, según si parecía lluvia --- algunos días estaba en el centro de convenciones y a veces en la piscina) así que comimos en La Trattoria (noche) y Pizza Snack Bar (diurno --- pero el mismo pequeño restaurante al aire libre cerca de la playa) a few times. No hicimos AI -- no comer o beber mucho. Era confusa como algunos del personal no sabía donde el restaurante de reemplazo, o cuando se esté abierta.

La comida estaba bastante buena en la Trattoria. La pesca del plato del día era bastante bueno. porciones pequeñas. Nos dieron una bonita vista de un par de espectáculos y las puestas de sol sobre las montañas, desde la Trattoria. El servicio era amable, pero bastante lento. Había un montón de grandes grupos allí y parecía que los camareros estaban asistiendo a ellos, en contraposición a parejas. La misma instalación (Snack Bar), en la tarde, hizo un buen almuerzo y los camareros eran muy rápido y amable. Gracias Ignacio y otros.

Un día, comimos en la Palmita Deli en el mercado. Muy buenos sandwiches grandes, especialmente el enorme sándwich club por 90 pesos, con ensalada de patatas.

También caminamos hasta Bucerias en la playa al norte. Está a 30 minutos o así. Hay muchos buenos restaurantes en la playa, luego de pasar el Royal Decameron, que es el complejo muy coloridos pintados como usted ir a la ciudad. Un taxi está disponible hasta allí también (en coche) por 85 pesos. Comimos en el lugar de Karen, El Gordo y Breakers. Todos los restaurantes de Bucerias en la playa.

Mucho ya que el complejo es muy bonito y limpio y cómodo, tuvimos servicio inalámbrico insuficiente. Pudimos usar el Internet inalámbrico en la habitación arriba hospitalidad cruzando el complejo hacia la calle, pero un día que no funcionaba en absoluto y el resto del tiempo era tan lenta que no podíamos estar en contacto con la familia o los amigos locales estábamos tratando de hacer los arreglos con.

Pasamos más tiempo en el jacuzzi que en las piscinas. Ojalá hubiera habido una piscina tranquila como en el Villa del Palmar y Villa del Mar en Puerto Vallarta. Hay una piscina, pero está en niveles. Durante la semana final, fue muy concurrida y ruidosa. Cuando en el jacuzzi, había gente fumando y algunos niños pequeños (2 años o así). Dijo que ningún miembro del personal nada.

Cuando el (cerrado) restaurante principal está abierta de nuevo y cuando wi-fi disponible en las habitaciones, nos gusta volver. Bonito, nuevo-Ish resort con varios problemas para trabajar. Tal vez tenían un tiempo, debido a la temporada baja.",4
"Esta es la plaza principal de Mérida y está bien utilizada. Atracciones públicas fin; Mayas evento deportivo, de luz, etc. Un montón de buenos restaurantes en la zona, así como la comida más rápido. franquicias Cerca de las tiendas con un montón de emigrantes visible. La mayoría de tiendas tiene personal que habla inglés.",4
¿Quién quiere ver techos de lámina de centros comerciales y supermercados desde las alturas? La mala ubicación de esta noria no la hace más que un gran desperdicio.,1
"Honestamente no es un buen lugar, la calidad de su comida es pobre y el servicio muy lento  aunque amistoso.

El pan que preparan es muy malo.

Hay mejores lugares típicos que probar.",2
"El palacio cuenta con tres pequeños museos que valen la pena visitar y son recorridos muy breves. El palacio indudablemente es una hermosa pieza arquitectónica. Puedes tomar unas fotos muy lindas desde cualquier punto del palacio. Lo único que no recomiendo es el servicio del restaurante; aunque el café es bueno, la comida deja mucho que desear.",3
"Desde la recepción, un servicio deplorable…115 min de espera por que “estábamos almorzando”   Las habitaciones llenas de moho, al igual que las sillas de playa etc.  Finalmente, en el “entretenimiento” solo tienen 1 balón para todos los huéspedes. Radio de calidad/precio muy cercano al 0.",1
Es un lugar de comida mexicana. Hay desayunos más para almorzar. Las porciones están bien servidas. Ambiente familiar.,4
"Limpio, prolijo y muy amplio. Muy buen desayuno y variado. Las habitaciones muy comodas y bien equipadas, recomiendo con vista al mar.  Lo mejor: la atencion del personal botones, mucamas, servicio de playa y piscina y sobre todo los mozos. Regular la atencion de recepcion que es la primera impresion del cliente y en nuestro caso no fue buena.  No tan bueno: el entretenimiento  a cargo del hotel. Pagamos una fortuna por la cena de año nuevo. Incluia entretenimiento y show que fue bastante mediocre y el lugar del espectáculo mal arreglado e incomodo. La zona de la piscina si bien es agradable es chica y el bar podria estar mejor arreglado y aprovechado, es muy precario. El hotel es muy lindo y la ubicacion es excelente. Si bien creo que quizas le sobra una estrella, lo recomiendo…",3
"Es una buena opción para conocer en cartagena, yo decidí ir por mi cuenta y la verdad es que se puede llegar caminando sin problema (claro que hace calor, usar mucho protector solar). Para recorrer es fácil aunque quizá la mejor opción para sacarle provecho sea contratar un guía que te explique los detalles históricos. Las vistas de la ciudad son buenísimas ",4
El hotel es como Cuba. Excelente la cena de año nuevo. La recepción muy lenta. Estuvimos 2 horas hasta que nos dieron la habitación. La puerta no cerraba bien estábamos a los portazos Falta de insumos. Desayuno muy bien. Excelente vista. Buen lugar.,3
"A primera vista el hotel cuenta con amenidades interesantes, se nota que es un hotel viejo modernizado hasta cierto punto pues los elevadores aun cuentan con tableros y mecanismos de antaño. La antención del personal al momento del check in es bastante buena después del mal sabor de boca del valet parking, donde tuve que esperar casi 30 min para que pudieran darme mi auto. Ningún bell boy estuvo al pendiente para subir mi equipaje y valla que era bastante, el momento crucial estuvo en cuanto llegue al hotel, el baño estaba sucio sobre todo el WC como si no se hubiera limpiado en dos días. Hasta bellos púbicos había a la vista. Mi sorpresa mas grande sucedió a la mañana siguiente cuando me metí a bañar, encontré una maraña de cabello largo pegada en la pared, seguro al momento de_x0085_",2
"Mientras mis dos amigos y yo disfrutamos y bebida y un humo en el malecón, era muy ruidoso de la carretera (por supuesto) y el mar no es tan limpia. No hay un aura magnífica mientras caminábamos por que... ninguno que tbh esperaría de una próspera ciudad. Por otro lado, muchas personas locales alrededor de esta zona y es muy auténtico, pero no es algo que como un ""imprescindible"" en Cuba. Su taxi en coche y eso es probablemente suficiente.",3
"buena parte de la Habana. Tienes que tomar un taxi o un ferry para llegar allí y luego merece la pena pasar un día en este lado - entre el faro y el Morro, el museo y el Jesús de La Habana, hay bastante que hacer.",5
"Tuvimos la mala suerte de ser los huéspedes a corto plazo en este lugar como un turn-around en un largo recorrido de La Habana. La idea era tener un lugar para tomar una siesta, limpiar, ducha, cambio y luego salir después que la muestra. Sin duda este lugar fue fenomenal en 59, pero poco dinero o esfuerzo ha sido puesto en desde entonces. Tiene los antiguos encantos del hotel - techos corto paseo, características arquitectónicas y rococó, pero todo es gastado o reducidos en mal estado. El personal del bar es lento y hosco. Así que es la recepción - estas personas no temen perder sus trabajos, llegaron a ser buenos trabajadores o familiares de los partidos de la misma. La habitación era muy pequeña, y lo peor, la ducha era un patético goteo de agua fría durante los primeros 7…",2
"Marzo es sin duda la temporada alta cuando se trata de visitar Chichen Itza. Llegamos alrededor de las 10:30 am un martes y ya estaba muy lleno. Te sugiero caminar por el templo principal para llegar a la parte trasera si quieres tomar una foto porque la gente tiende a reunirse sólo en dos lados de este templo con cuatro lados. He leído algunos comentarios que nos dijo que podíamos pagar en USD en la entrada, pero cuando llegamos allí nos podría pagar sólo la cuota de entrada (242 dólares en pesos mx) o pagar con tarjeta. Se puede pagar con dólares americanos en toda la comida y souvenirs lugares dentro del sitio, pero no para la admisión. Recomiendo visitar Chichen Itza pero también haciendo su camino a algunas de las otras ruinas como Cobá y Ek Balam donde te puedes subir a las ruinas.",4
"Buen lugar, buena atención y precios pero el lugar tiene las mesas muy juntas y para el giro que es de restaurante el mobiliario es como para comida rápida como un kfc y eso fue lo único incómodo, el mobiliario fuera de lugar.",3
